ride_id;travel_date;travel_time;travel_from;travel_to;car_type;max_capacity
13424;27/11/2017;10:30;Kisii;Nairobi;shuttle;11
13424;27/11/2017;10:30;Kisii;Nairobi;shuttle;11
13424;27/11/2017;10:30;Kisii;Nairobi;shuttle;11
13424;27/11/2017;10:30;Kisii;Nairobi;shuttle;11
13424;27/11/2017;10:30;Kisii;Nairobi;shuttle;11
13424;27/11/2017;10:30;Kisii;Nairobi;shuttle;11
13424;27/11/2017;10:30;Kisii;Nairobi;shuttle;11
13424;27/11/2017;10:30;Kisii;Nairobi;shuttle;11
13424;27/11/2017;10:30;Kisii;Nairobi;shuttle;11
13424;27/11/2017;10:30;Kisii;Nairobi;shuttle;11
13425;27/11/2017;10:20;Kisii;Nairobi;shuttle;11
13425;27/11/2017;10:20;Kisii;Nairobi;shuttle;11
13425;27/11/2017;10:20;Kisii;Nairobi;shuttle;11
13425;27/11/2017;10:20;Kisii;Nairobi;shuttle;11
13425;27/11/2017;10:20;Kisii;Nairobi;shuttle;11
13425;27/11/2017;10:20;Kisii;Nairobi;shuttle;11
13425;27/11/2017;10:20;Kisii;Nairobi;shuttle;11
13425;27/11/2017;10:20;Kisii;Nairobi;shuttle;11
13425;27/11/2017;10:20;Kisii;Nairobi;shuttle;11
13425;27/11/2017;10:20;Kisii;Nairobi;shuttle;11
13429;27/11/2017;10:10;Kisii;Nairobi;shuttle;11
13429;27/11/2017;10:10;Kisii;Nairobi;shuttle;11
13429;27/11/2017;10:10;Kisii;Nairobi;shuttle;11
13429;27/11/2017;10:10;Kisii;Nairobi;shuttle;11
13429;27/11/2017;10:10;Kisii;Nairobi;shuttle;11
13429;27/11/2017;10:10;Kisii;Nairobi;shuttle;11
13429;27/11/2017;10:10;Kisii;Nairobi;shuttle;11
13429;27/11/2017;10:10;Kisii;Nairobi;shuttle;11
13429;27/11/2017;10:10;Kisii;Nairobi;shuttle;11
13429;27/11/2017;10:10;Kisii;Nairobi;shuttle;11
13477;27/11/2017;10:00;Kisii;Nairobi;shuttle;11
13477;27/11/2017;10:00;Kisii;Nairobi;shuttle;11
13477;27/11/2017;10:00;Kisii;Nairobi;shuttle;11
13477;27/11/2017;10:00;Kisii;Nairobi;shuttle;11
13477;27/11/2017;10:00;Kisii;Nairobi;shuttle;11
13477;27/11/2017;10:00;Kisii;Nairobi;shuttle;11
13477;27/11/2017;10:00;Kisii;Nairobi;shuttle;11
13477;27/11/2017;10:00;Kisii;Nairobi;shuttle;11
13477;27/11/2017;10:00;Kisii;Nairobi;shuttle;11
13477;27/11/2017;10:00;Kisii;Nairobi;shuttle;11
13477;27/11/2017;10:00;Kisii;Nairobi;shuttle;11
13478;27/11/2017;07:40;Kisii;Nairobi;shuttle;11
13478;27/11/2017;07:40;Kisii;Nairobi;shuttle;11
13479;27/11/2017;09:50;Kisii;Nairobi;shuttle;11
13479;27/11/2017;09:50;Kisii;Nairobi;shuttle;11
13479;27/11/2017;09:50;Kisii;Nairobi;shuttle;11
13479;27/11/2017;09:50;Kisii;Nairobi;shuttle;11
13479;27/11/2017;09:50;Kisii;Nairobi;shuttle;11
13479;27/11/2017;09:50;Kisii;Nairobi;shuttle;11
13479;27/11/2017;09:50;Kisii;Nairobi;shuttle;11
13479;27/11/2017;09:50;Kisii;Nairobi;shuttle;11
13479;27/11/2017;09:50;Kisii;Nairobi;shuttle;11
13479;27/11/2017;09:50;Kisii;Nairobi;shuttle;11
13479;27/11/2017;09:50;Kisii;Nairobi;shuttle;11
13480;27/11/2017;09:40;Kisii;Nairobi;shuttle;11
13480;27/11/2017;09:40;Kisii;Nairobi;shuttle;11
13480;27/11/2017;09:40;Kisii;Nairobi;shuttle;11
13480;27/11/2017;09:40;Kisii;Nairobi;shuttle;11
13480;27/11/2017;09:40;Kisii;Nairobi;shuttle;11
13480;27/11/2017;09:40;Kisii;Nairobi;shuttle;11
13480;27/11/2017;09:40;Kisii;Nairobi;shuttle;11
13480;27/11/2017;09:40;Kisii;Nairobi;shuttle;11
13480;27/11/2017;09:40;Kisii;Nairobi;shuttle;11
13480;27/11/2017;09:40;Kisii;Nairobi;shuttle;11
13480;27/11/2017;09:40;Kisii;Nairobi;shuttle;11
13527;27/11/2017;09:20;Kisii;Nairobi;shuttle;11
13527;27/11/2017;09:20;Kisii;Nairobi;shuttle;11
13527;27/11/2017;09:20;Kisii;Nairobi;shuttle;11
13527;27/11/2017;09:20;Kisii;Nairobi;shuttle;11
13527;27/11/2017;09:20;Kisii;Nairobi;shuttle;11
13527;27/11/2017;09:20;Kisii;Nairobi;shuttle;11
13527;27/11/2017;09:20;Kisii;Nairobi;shuttle;11
13527;27/11/2017;09:20;Kisii;Nairobi;shuttle;11
13527;27/11/2017;09:20;Kisii;Nairobi;shuttle;11
13528;27/11/2017;09:30;Kisii;Nairobi;shuttle;11
13528;27/11/2017;09:30;Kisii;Nairobi;shuttle;11
13528;27/11/2017;09:30;Kisii;Nairobi;shuttle;11
13528;27/11/2017;09:30;Kisii;Nairobi;shuttle;11
13528;27/11/2017;09:30;Kisii;Nairobi;shuttle;11
13528;27/11/2017;09:30;Kisii;Nairobi;shuttle;11
13528;27/11/2017;09:30;Kisii;Nairobi;shuttle;11
13528;27/11/2017;09:30;Kisii;Nairobi;shuttle;11
13528;27/11/2017;09:30;Kisii;Nairobi;shuttle;11
13528;27/11/2017;09:30;Kisii;Nairobi;shuttle;11
13528;27/11/2017;09:30;Kisii;Nairobi;shuttle;11
13529;27/11/2017;09:10;Kisii;Nairobi;shuttle;11
13529;27/11/2017;09:10;Kisii;Nairobi;shuttle;11
13529;27/11/2017;09:10;Kisii;Nairobi;shuttle;11
13529;27/11/2017;09:10;Kisii;Nairobi;shuttle;11
13529;27/11/2017;09:10;Kisii;Nairobi;shuttle;11
13529;27/11/2017;09:10;Kisii;Nairobi;shuttle;11
13529;27/11/2017;09:10;Kisii;Nairobi;shuttle;11
13529;27/11/2017;09:10;Kisii;Nairobi;shuttle;11
13529;27/11/2017;09:10;Kisii;Nairobi;shuttle;11
13529;27/11/2017;09:10;Kisii;Nairobi;shuttle;11
13577;27/11/2017;09:00;Kisii;Nairobi;shuttle;11
13577;27/11/2017;09:00;Kisii;Nairobi;shuttle;11
13577;27/11/2017;09:00;Kisii;Nairobi;shuttle;11
13577;27/11/2017;09:00;Kisii;Nairobi;shuttle;11
13577;27/11/2017;09:00;Kisii;Nairobi;shuttle;11
13577;27/11/2017;09:00;Kisii;Nairobi;shuttle;11
13577;27/11/2017;09:00;Kisii;Nairobi;shuttle;11
13577;27/11/2017;09:00;Kisii;Nairobi;shuttle;11
13577;27/11/2017;09:00;Kisii;Nairobi;shuttle;11
13577;27/11/2017;09:00;Kisii;Nairobi;shuttle;11
13577;27/11/2017;09:00;Kisii;Nairobi;shuttle;11
13580;27/11/2017;08:50;Kisii;Nairobi;shuttle;11
13580;27/11/2017;08:50;Kisii;Nairobi;shuttle;11
13580;27/11/2017;08:50;Kisii;Nairobi;shuttle;11
13580;27/11/2017;08:50;Kisii;Nairobi;shuttle;11
13580;27/11/2017;08:50;Kisii;Nairobi;shuttle;11
13580;27/11/2017;08:50;Kisii;Nairobi;shuttle;11
13580;27/11/2017;08:50;Kisii;Nairobi;shuttle;11
13580;27/11/2017;08:50;Kisii;Nairobi;shuttle;11
13580;27/11/2017;08:50;Kisii;Nairobi;shuttle;11
13580;27/11/2017;08:50;Kisii;Nairobi;shuttle;11
13580;27/11/2017;08:50;Kisii;Nairobi;shuttle;11
13636;27/11/2017;08:30;Kisii;Nairobi;shuttle;11
13636;27/11/2017;08:30;Kisii;Nairobi;shuttle;11
13636;27/11/2017;08:30;Kisii;Nairobi;shuttle;11
13636;27/11/2017;08:30;Kisii;Nairobi;shuttle;11
13636;27/11/2017;08:30;Kisii;Nairobi;shuttle;11
13636;27/11/2017;08:30;Kisii;Nairobi;shuttle;11
13637;27/11/2017;08:40;Kisii;Nairobi;shuttle;11
13637;27/11/2017;08:40;Kisii;Nairobi;shuttle;11
13637;27/11/2017;08:40;Kisii;Nairobi;shuttle;11
13637;27/11/2017;08:40;Kisii;Nairobi;shuttle;11
13637;27/11/2017;08:40;Kisii;Nairobi;shuttle;11
13637;27/11/2017;08:40;Kisii;Nairobi;shuttle;11
13683;27/11/2017;08:20;Kisii;Nairobi;shuttle;11
13683;27/11/2017;08:20;Kisii;Nairobi;shuttle;11
13683;27/11/2017;08:20;Kisii;Nairobi;shuttle;11
13683;27/11/2017;08:20;Kisii;Nairobi;shuttle;11
13683;27/11/2017;08:20;Kisii;Nairobi;shuttle;11
13683;27/11/2017;08:20;Kisii;Nairobi;shuttle;11
13683;27/11/2017;08:20;Kisii;Nairobi;shuttle;11
13683;27/11/2017;08:20;Kisii;Nairobi;shuttle;11
13684;27/11/2017;08:10;Kisii;Nairobi;shuttle;11
13684;27/11/2017;08:10;Kisii;Nairobi;shuttle;11
13684;27/11/2017;08:10;Kisii;Nairobi;shuttle;11
13684;27/11/2017;08:10;Kisii;Nairobi;shuttle;11
13684;27/11/2017;08:10;Kisii;Nairobi;shuttle;11
13684;27/11/2017;08:10;Kisii;Nairobi;shuttle;11
13684;27/11/2017;08:10;Kisii;Nairobi;shuttle;11
13684;27/11/2017;08:10;Kisii;Nairobi;shuttle;11
13684;27/11/2017;08:10;Kisii;Nairobi;shuttle;11
13684;27/11/2017;08:10;Kisii;Nairobi;shuttle;11
13684;27/11/2017;08:10;Kisii;Nairobi;shuttle;11
13732;27/11/2017;08:00;Kisii;Nairobi;shuttle;11
13732;27/11/2017;08:00;Kisii;Nairobi;shuttle;11
13733;27/11/2017;07:15;Kisii;Nairobi;Bus;49
13733;27/11/2017;07:15;Kisii;Nairobi;Bus;49
13733;27/11/2017;07:15;Kisii;Nairobi;Bus;49
13733;27/11/2017;07:15;Kisii;Nairobi;Bus;49
13734;27/11/2017;07:12;Kisii;Nairobi;Bus;49
13734;27/11/2017;07:12;Kisii;Nairobi;Bus;49
13734;27/11/2017;07:12;Kisii;Nairobi;Bus;49
13734;27/11/2017;07:12;Kisii;Nairobi;Bus;49
13735;27/11/2017;07:00;Kisii;Nairobi;shuttle;11
13735;27/11/2017;07:00;Kisii;Nairobi;shuttle;11
13735;27/11/2017;07:00;Kisii;Nairobi;shuttle;11
13735;27/11/2017;07:00;Kisii;Nairobi;shuttle;11
13735;27/11/2017;07:00;Kisii;Nairobi;shuttle;11
13735;27/11/2017;07:00;Kisii;Nairobi;shuttle;11
13736;27/11/2017;06:50;Kisii;Nairobi;shuttle;11
13742;27/11/2017;05:20;Kisii;Nairobi;shuttle;11
13757;27/11/2017;06:20;Kisii;Nairobi;shuttle;11
13760;27/11/2017;05:50;Kisii;Nairobi;shuttle;11
13761;27/11/2017;05:00;Kisii;Nairobi;shuttle;11
13761;27/11/2017;05:00;Kisii;Nairobi;shuttle;11
20116;27/11/2017;07:10;Kisii;Nairobi;shuttle;11
20117;27/11/2017;05:00;Kisii;Nairobi;Bus;49
5933;28/11/2017;08:30;Keroka;Nairobi;shuttle;11
5937;28/11/2017;07:06;Keroka;Nairobi;Bus;49
5947;28/11/2017;07:12;Migori;Nairobi;Bus;49
5947;28/11/2017;07:12;Migori;Nairobi;Bus;49
5947;28/11/2017;07:12;Migori;Nairobi;Bus;49
5947;28/11/2017;07:12;Migori;Nairobi;Bus;49
5947;28/11/2017;07:12;Migori;Nairobi;Bus;49
5947;28/11/2017;07:12;Migori;Nairobi;Bus;49
5947;28/11/2017;07:12;Migori;Nairobi;Bus;49
5947;28/11/2017;07:12;Migori;Nairobi;Bus;49
5947;28/11/2017;07:12;Migori;Nairobi;Bus;49
5947;28/11/2017;07:12;Migori;Nairobi;Bus;49
5947;28/11/2017;07:12;Migori;Nairobi;Bus;49
5950;28/11/2017;07:09;Homa Bay;Nairobi;Bus;49
5950;28/11/2017;07:09;Homa Bay;Nairobi;Bus;49
5950;28/11/2017;07:09;Homa Bay;Nairobi;Bus;49
5950;28/11/2017;07:09;Homa Bay;Nairobi;Bus;49
5950;28/11/2017;07:09;Homa Bay;Nairobi;Bus;49
5950;28/11/2017;07:09;Homa Bay;Nairobi;Bus;49
5950;28/11/2017;07:09;Homa Bay;Nairobi;Bus;49
5950;28/11/2017;07:09;Homa Bay;Nairobi;Bus;49
5950;28/11/2017;07:09;Homa Bay;Nairobi;Bus;49
5950;28/11/2017;07:09;Homa Bay;Nairobi;Bus;49
5988;28/11/2017;07:08;Migori;Nairobi;Bus;49
5988;28/11/2017;07:08;Migori;Nairobi;Bus;49
5988;28/11/2017;07:08;Migori;Nairobi;Bus;49
5998;28/11/2017;10:20;Keroka;Nairobi;shuttle;11
6055;28/11/2017;07:04;Homa Bay;Nairobi;Bus;49
6055;28/11/2017;07:04;Homa Bay;Nairobi;Bus;49
6055;28/11/2017;07:04;Homa Bay;Nairobi;Bus;49
6055;28/11/2017;07:04;Homa Bay;Nairobi;Bus;49
12772;28/11/2017;07:15;Kisii;Nairobi;Bus;49
12773;28/11/2017;07:06;Kisii;Nairobi;Bus;49
12773;28/11/2017;07:06;Kisii;Nairobi;Bus;49
12773;28/11/2017;07:06;Kisii;Nairobi;Bus;49
12773;28/11/2017;07:06;Kisii;Nairobi;Bus;49
12773;28/11/2017;07:06;Kisii;Nairobi;Bus;49
12773;28/11/2017;07:06;Kisii;Nairobi;Bus;49
12773;28/11/2017;07:06;Kisii;Nairobi;Bus;49
12773;28/11/2017;07:06;Kisii;Nairobi;Bus;49
12774;28/11/2017;08:40;Kisii;Nairobi;shuttle;11
12774;28/11/2017;08:40;Kisii;Nairobi;shuttle;11
12774;28/11/2017;08:40;Kisii;Nairobi;shuttle;11
12774;28/11/2017;08:40;Kisii;Nairobi;shuttle;11
12811;28/11/2017;07:01;Kisii;Nairobi;Bus;49
12811;28/11/2017;07:01;Kisii;Nairobi;Bus;49
12811;28/11/2017;07:01;Kisii;Nairobi;Bus;49
12811;28/11/2017;07:01;Kisii;Nairobi;Bus;49
12811;28/11/2017;07:01;Kisii;Nairobi;Bus;49
12811;28/11/2017;07:01;Kisii;Nairobi;Bus;49
12811;28/11/2017;07:01;Kisii;Nairobi;Bus;49
12841;28/11/2017;08:20;Kisii;Nairobi;shuttle;11
12841;28/11/2017;08:20;Kisii;Nairobi;shuttle;11
12862;28/11/2017;08:10;Kisii;Nairobi;shuttle;11
12862;28/11/2017;08:10;Kisii;Nairobi;shuttle;11
12862;28/11/2017;08:10;Kisii;Nairobi;shuttle;11
12862;28/11/2017;08:10;Kisii;Nairobi;shuttle;11
12862;28/11/2017;08:10;Kisii;Nairobi;shuttle;11
12862;28/11/2017;08:10;Kisii;Nairobi;shuttle;11
12862;28/11/2017;08:10;Kisii;Nairobi;shuttle;11
12862;28/11/2017;08:10;Kisii;Nairobi;shuttle;11
12862;28/11/2017;08:10;Kisii;Nairobi;shuttle;11
12887;28/11/2017;07:09;Kisii;Nairobi;Bus;49
12887;28/11/2017;07:09;Kisii;Nairobi;Bus;49
12888;28/11/2017;08:00;Kisii;Nairobi;shuttle;11
12888;28/11/2017;08:00;Kisii;Nairobi;shuttle;11
12888;28/11/2017;08:00;Kisii;Nairobi;shuttle;11
12888;28/11/2017;08:00;Kisii;Nairobi;shuttle;11
12888;28/11/2017;08:00;Kisii;Nairobi;shuttle;11
12888;28/11/2017;08:00;Kisii;Nairobi;shuttle;11
12888;28/11/2017;08:00;Kisii;Nairobi;shuttle;11
12888;28/11/2017;08:00;Kisii;Nairobi;shuttle;11
12888;28/11/2017;08:00;Kisii;Nairobi;shuttle;11
12888;28/11/2017;08:00;Kisii;Nairobi;shuttle;11
12888;28/11/2017;08:00;Kisii;Nairobi;shuttle;11
12889;28/11/2017;07:50;Kisii;Nairobi;shuttle;11
12889;28/11/2017;07:50;Kisii;Nairobi;shuttle;11
12889;28/11/2017;07:50;Kisii;Nairobi;shuttle;11
12889;28/11/2017;07:50;Kisii;Nairobi;shuttle;11
12889;28/11/2017;07:50;Kisii;Nairobi;shuttle;11
12889;28/11/2017;07:50;Kisii;Nairobi;shuttle;11
12889;28/11/2017;07:50;Kisii;Nairobi;shuttle;11
12889;28/11/2017;07:50;Kisii;Nairobi;shuttle;11
12889;28/11/2017;07:50;Kisii;Nairobi;shuttle;11
12889;28/11/2017;07:50;Kisii;Nairobi;shuttle;11
12890;28/11/2017;07:40;Kisii;Nairobi;shuttle;11
12890;28/11/2017;07:40;Kisii;Nairobi;shuttle;11
12890;28/11/2017;07:40;Kisii;Nairobi;shuttle;11
12890;28/11/2017;07:40;Kisii;Nairobi;shuttle;11
12890;28/11/2017;07:40;Kisii;Nairobi;shuttle;11
12890;28/11/2017;07:40;Kisii;Nairobi;shuttle;11
12890;28/11/2017;07:40;Kisii;Nairobi;shuttle;11
12890;28/11/2017;07:40;Kisii;Nairobi;shuttle;11
12890;28/11/2017;07:40;Kisii;Nairobi;shuttle;11
12890;28/11/2017;07:40;Kisii;Nairobi;shuttle;11
12890;28/11/2017;07:40;Kisii;Nairobi;shuttle;11
12904;28/11/2017;07:30;Kisii;Nairobi;shuttle;11
12904;28/11/2017;07:30;Kisii;Nairobi;shuttle;11
12904;28/11/2017;07:30;Kisii;Nairobi;shuttle;11
12904;28/11/2017;07:30;Kisii;Nairobi;shuttle;11
12904;28/11/2017;07:30;Kisii;Nairobi;shuttle;11
12904;28/11/2017;07:30;Kisii;Nairobi;shuttle;11
12904;28/11/2017;07:30;Kisii;Nairobi;shuttle;11
12904;28/11/2017;07:30;Kisii;Nairobi;shuttle;11
12904;28/11/2017;07:30;Kisii;Nairobi;shuttle;11
12904;28/11/2017;07:30;Kisii;Nairobi;shuttle;11
12904;28/11/2017;07:30;Kisii;Nairobi;shuttle;11
13020;28/11/2017;07:20;Kisii;Nairobi;shuttle;11
13020;28/11/2017;07:20;Kisii;Nairobi;shuttle;11
13020;28/11/2017;07:20;Kisii;Nairobi;shuttle;11
13020;28/11/2017;07:20;Kisii;Nairobi;shuttle;11
13020;28/11/2017;07:20;Kisii;Nairobi;shuttle;11
13020;28/11/2017;07:20;Kisii;Nairobi;shuttle;11
13020;28/11/2017;07:20;Kisii;Nairobi;shuttle;11
13020;28/11/2017;07:20;Kisii;Nairobi;shuttle;11
13020;28/11/2017;07:20;Kisii;Nairobi;shuttle;11
13020;28/11/2017;07:20;Kisii;Nairobi;shuttle;11
13020;28/11/2017;07:20;Kisii;Nairobi;shuttle;11
13057;28/11/2017;07:10;Kisii;Nairobi;shuttle;11
13057;28/11/2017;07:10;Kisii;Nairobi;shuttle;11
13057;28/11/2017;07:10;Kisii;Nairobi;shuttle;11
13057;28/11/2017;07:10;Kisii;Nairobi;shuttle;11
13057;28/11/2017;07:10;Kisii;Nairobi;shuttle;11
13057;28/11/2017;07:10;Kisii;Nairobi;shuttle;11
13057;28/11/2017;07:10;Kisii;Nairobi;shuttle;11
13057;28/11/2017;07:10;Kisii;Nairobi;shuttle;11
13057;28/11/2017;07:10;Kisii;Nairobi;shuttle;11
13058;28/11/2017;07:00;Kisii;Nairobi;shuttle;11
13058;28/11/2017;07:00;Kisii;Nairobi;shuttle;11
